title,author,first_publish_year,rating,author_encoded
上海寶貝,Wei Hui,2000,4.0,1
The Mist,Stephen King,1925,5.0,70
Sick Puppy,Carl Hiaasen,1999,4.0,10
The house,Danielle Steel,2005,4.0,30
Shiosai,三島由紀夫,1954,4.0,3
Still Life with Woodpecker,Tom Robbins,1980,5.0,3
Star Wars Episode III - Revenge of the Sith,Matthew Woodring Stover,2005,5.0,1
"Deadhouse Gates (The Malazan Book of the Fallen, Book 2)",Steven Erikson,2000,5.0,2
Sudʹba cheloveka,Mikhail Aleksandrovich Sholokhov,1957,4.0,2
Smoke Screen,Sandra Brown,2008,5.0,43
Vanity of Duluoz,Jack Kerouac,1968,4.0,10
Creepers,David Morrell,2005,4.0,1
Killing Time,Linda Howard,2005,5.0,1
Origin in Death,Nora Roberts,2005,5.0,89
La Biblia De Barro,Julia Navarro Fernandez,2005,4.0,1
Dragonwyck,Anya Seton,1944,5.0,1
Piercing the darkness,Frank E. Peretti,1989,5.0,2
Empire of Storms,Sarah J. Maas,2016,5.0,11
Less,Andrew Sean Greer,2017,5.0,2
The Stories of Anton Chekhov [23 stories],Антон Павлович Чехов,1932,5.0,13
Grim Tuesday,Garth Nix,2004,4.0,5
Sizzling sixteen,Janet Evanovich,2010,4.0,10
Passion simple,Annie Ernaux,1991,4.0,2
Cross Justice,James Patterson,2015,5.0,101
The Gathering Storm,Robert Jordan,2009,5.0,15
"Sheila Rae, the Brave",Kevin Henkes,1987,5.0,7
The glass virgin,Catherine Cookson,1969,5.0,7
Smash Cut,Sandra Brown,2009,5.0,43
Old fires and profitable ghosts,Arthur Quiller-Couch,1900,5.0,2
Angelina on stage,Katharine Holabird,1986,4.0,4
The Bedroom Secrets of the Master Chefs,Irvine Welsh,1999,4.0,5
Indemnity Only,Sara Paretsky,1982,5.0,1
Mañana en la batalla piensa en mí,Javier Marías,1994,4.0,3
Tales from Watership Down,Richard Adams,1977,4.0,3
Big Nate Strikes Again,Lincoln Peirce,2010,5.0,1
Heartburn,Nora Ephron,1983,4.0,1
Star Wars Episode II - Attack of the Clones,R. A. Salvatore,2002,4.0,4
A Stranger is Watching,Mary Higgins Clark,1977,5.0,20
Hollywood Wives,Jackie Collins,1983,5.0,1
Tumtum & Nutmeg,Emily Bearn,2008,5.0,1
Comédia infantil,Henning Mankell,1995,4.0,16
The secret of Red Gate Farm,Mildred Augustine Wirt Benson,1931,5.0,1
Great sea stories,Joseph Lewis French,1921,4.0,1
Adulthood Rites,Octavia E. Butler,1988,5.0,5
Shiver,Lisa Jackson,2006,5.0,5
Biscuit finds a friend,Alyssa Satin Capucilli,1997,5.0,2
the kiss,James Patterson,1974,5.0,101
Redeeming Love,Francine Rivers,1991,4.51,2
Whilomville stories,Stephen Crane,1900,4.0,4
The Bachman Books (Long Walk / Rage / Roadwork / Running Man),Stephen King,1985,5.0,70
Last Argument of Kings,Joe Abercrombie,2008,5.0,3
"It's the Great Pumpkin, Charlie Brown",Charles M. Schulz,1967,4.0,1
Games of state,Jeff Rovin,1996,4.0,1
Imajica,Clive Barker,1991,4.0,3
At the Mountains of Madness,H.P. Lovecraft,1968,5.0,1
Karren,B. Traven,1931,4.0,3
The Short Novels of John Steinbeck (Cannery Row / Moon is Down / Of Mice and Men / Pearl / Red Pony / Tortilla Flat),John Steinbeck,1953,5.0,18
Faithless,Karin Slaughter,2005,5.0,4
"Real Murders (Aurora Teagarden, Book 1)",Charlaine Harris,1990,4.0,15
The road to Memphis,Mildred D. Taylor,1964,5.0,3
Piranesi,Susanna Clarke,2019,5.0,2
City of Girls: A Novel,Elizabeth Gilbert,2019,5.0,2
Cam Jansen and the mystery of the dinosaur bones,David A. Adler,1981,5.0,1
The Lowland,Jhumpa Lahiri,2013,5.0,4
The Crossover,Kwame Alexander,2014,5.0,1
Räven och tomten,Astrid Lindgren,1965,5.0,9
Peter and the Starcatchers,Dave Barry,2004,5.0,2
Uncle Elephant,Arnold Lobel,1981,5.0,9
Percy Jackson's Greek Gods,Rick Riordan,2014,5.0,18
Oliver,Syd Hoff,1960,5.0,3
Graceling,Kristin Cashore,2008,5.0,1
The Borrowers afield,Mary Norton,1955,5.0,1
The daybreakers,Louis L'Amour,1960,5.0,2
Crooked Kingdom,Leigh Bardugo,2016,5.0,6
Fool Moon,Jim Butcher,2001,5.0,2
The Incredible Book Eating Boy,Oliver Jeffers,2006,5.0,3
Are You My Mother?,P. D. Eastman,1960,4.22,2
"The Long Way to a Small, Angry Planet",Becky Chambers,2014,4.0,1
Ricky Ricotta's Giant Robot Vs. the Voodoo Vultures from Venus (Ricky Ricotta),Dav Pilkey,2001,4.0,22
Inside Out & Back Again,Thanhha Lai,2011,5.0,1
Relentless,Dean Koontz,2009,4.0,48
Yertle the turtle,Dr. Seuss,1958,4.0,16
The Heir (The Selection #4),Kiera Cass,2015,5.0,4
Earthquake in the Early Morning,Mary Pope Osborne,2001,5.0,28
The Wild Robot,Peter Brown,2016,5.0,1
Roller Girl,Victoria Jamieson,2014,5.0,1
Gospoda Golovlevy,Mikhail Evgrafovich Saltykov-Shchedrin,1922,4.0,1
The Red Seal,Natalie Sumner Lincoln,1920,4.0,1
Franklin's Thanksgiving,Paulette Bourgeois,2001,5.0,14
Green fancy,George Barr McCutcheon,1917,4.0,5
The Mayflower Project,Katherine Applegate,2001,5.0,9
Gumble's Yard,John Rowe Townsend,1961,4.0,1
The Cheyne mystery,Freeman Wills Crofts,1926,4.0,2
The river at Green Knowe,Lucy M. Boston,1959,5.0,3
Tilly,Catherine Cookson,1980,5.0,7
The Blind Miller,Catherine Cookson,1963,5.0,7
Mars volume 1,Fuyumi Soryo,2002,5.0,1
Invisible,James Patterson,2014,5.0,101
A Court of Wings and Ruin,Sarah J. Maas,2017,4.0,11
Digger and Daisy go to the city,Judy Young,2015,4.0,2
The Devil's Own,Sandra Brown,1987,5.0,43
The Girl on the Boat,P. G. Wodehouse,1922,4.0,32
Summer moonshine,P. G. Wodehouse,1934,5.0,32
Midworld,Alan Dean Foster,1975,4.0,3
Digger and Daisy go to the zoo,Judy Young,2013,5.0,2
"Emmanuel Burden, merchantof Thames St. in the City of London, exporter of hardwre",Hilaire Belloc,1904,4.0,1
Twinkle twinkle little spy,Len Deighton,1976,4.0,9
Voodoo Planet,Andre Norton,1959,4.0,8
Cap'n Warren's wards,Joseph Crosby Lincoln,1911,4.0,2
The tale of little pig Robinson,Beatrix Potter,1930,4.0,21
Lillebror och Karlsson på taket,Astrid Lindgren,1958,4.0,9
Sea of Silver Light,Tad Williams,2001,5.0,3
Swords and Ice Magic,Fritz Leiber,1977,4.0,10
The blessing,Jude Deveraux,1998,4.0,1
Nate the Great and the Phony Clue (Nate the Great),Marjorie Weinman Sharmat,1977,5.0,2
The Winds of Darkover,Marion Zimmer Bradley,1970,5.0,6
球状闪电,刘慈欣,2009,4.0,4
Dragons of Summer Flame,Margaret Weis,1995,4.0,8
Dakota Born,Debbie Macomber,1999,5.0,11
Angel Falls,Kristin Hannah,2000,5.0,7
Fer-de-Lance,Rex Stout,1934,5.0,4
The Capture,Katherine Applegate,1997,5.0,9
Loser,Jerry Spinelli,2002,5.0,5
Paladin of Souls,Lois McMaster Bujold,2003,5.0,3
Damia's Children,Anne McCaffrey,1993,4.0,25
The Long Mars,Terry Pratchett,2014,4.0,54
"What a Trip, Amber Brown",Paula Danziger,2000,4.0,9
Decision at Doona,Anne McCaffrey,1969,4.0,25
Fire Sea,Margaret Weis,1991,4.0,8
The Professor of Desire,Philip A. Roth,1977,4.0,5
"Cuentos de amor, de locura y de muerte",Horacio Quiroga,1900,4.0,2
Written on the Body,Jeanette Winterson,1992,5.0,7
Chosen Prey,John Sandford,2001,4.0,1
Pegasus in Space,Anne McCaffrey,2000,5.0,25
Sword at Sunset,Rosemary Sutcliff,1963,4.0,4
La vita bugiarda degli adulti,Elena Ferrante,2019,5.0,7
Drowned hopes,Donald E. Westlake,1990,4.0,4
Violeta,Isabel Allende,2022,4.0,17
Living dead in Dallas,Charlaine Harris,2002,4.0,15
La valle degli scheletri giganti,Elisabetta Dami,2006,5.0,33
Dream Country,Neil Gaiman,1991,5.0,15
A Brief History of Seven Killings,Marlon James,2014,5.0,1
The living reed,Pearl S. Buck,1963,5.0,14
Naked,David Sedaris,1997,4.0,2
1105 Yakima Street,Debbie Macomber,2011,5.0,11
Unreal!,Paul Jennings,1985,4.0,2
The Vanishing Act of Esme Lennox,Maggie O'Farrell,2006,5.0,1
Babymouse,Jennifer L. Holm,2005,5.0,1
Matters of Choice,Noah Gordon,1995,5.0,4
"The Adventures of Ook and Gluk, Kung Fu Cavemen from the Future",Dav Pilkey,2010,5.0,22
The Djinn in the Nightingale's Eye,A. S. Byatt,1994,4.0,3
The One Plus One,Jojo Moyes,2014,5.0,5
Drown,Junot Díaz,1996,4.0,2
A dance at the slaughterhouse,Lawrence Block,1991,4.0,13
Dancing in My Nuddy-Pants,Louise Rennison,2002,4.0,2
"Philip Hall Likes Me, I Reckon Maybe",Bette Greene,1934,4.0,2
Lo strano caso della Torre Pagliaccia,Elisabetta Dami,2003,4.0,33
The wreck of the Zanzibar,Michael Morpurgo,1995,4.0,7
Service of all the dead,Colin Dexter,1979,5.0,5
Murther & walking spirits,Robertson Davies,1991,5.0,6
Dear Michael,Natalia Ginzburg,1973,5.0,3
Cloud Cuckoo Land,Anthony Doerr,2021,5.0,2
The Land of the Blue Flower,Frances Hodgson Burnett,1909,4.0,8
The Satanist,Dennis Wheatley,1960,5.0,2
The Leopard Woman,Stewart Edward White,1916,5.0,2
Islandia,Austin Tappan Wright,1942,4.0,1
La princesa de negro,Shannon Hale,2014,5.0,5
Loyalty in death,Nora Roberts,1999,5.0,89
Bröderna Lejonhjärta,Astrid Lindgren,1973,5.0,9
You Are Special,Max Lucado,1997,5.0,1
Ninth House,Leigh Bardugo,2019,5.0,6
Luka and the Fire of Life (Khalifa Brothers #2),Salman Rushdie,2010,4.0,11
No middle name,Lee Child,2017,4.0,24
Lark Rise to Candleford,Flora Thompson,1945,5.0,1
The Hunger Games Trilogy (Hunger Games / Catching Fire / Mockingjay),Suzanne Collins,2010,5.0,9
Live Wire,Harlan Coben,2011,4.0,16
Witness in Death,Nora Roberts,2000,5.0,89
Alfred Hitchcock and the Three Investigators in The secret of Skeleton Island,Robert Arthur,1966,4.0,1
Manassas,Upton Sinclair,1904,5.0,6
Big fish,"Wallace, Daniel",1998,5.0,1
Up a road slowly,Irene Hunt,1966,5.0,2
Warcross,Marie Lu,2017,4.0,3
Runaways,V. C. Andrews,1998,4.0,25
Daisy Jones & The Six,Taylor Jenkins Reid,2019,4.2,2
Behind the lines,William E. Butterworth III,1995,5.0,2
The Voyage of the Space Beagle,A. E. van Vogt,1950,5.0,2
The High Hills (Brambly Hedge),Jill Barklem,1986,5.0,4
Babylon revisited and other stories,F. Scott Fitzgerald,1960,5.0,9
The Birthday of the World,Ursula K. Le Guin,2002,4.0,15
The 13 Clocks,James Thurber,1950,4.0,2
Carnival at Candlelight,Mary Pope Osborne,2005,4.0,28
The foolish tortoise,Richard Buckley,1985,5.0,1
The Monster of Florence,Magdalen Nabb,1996,5.0,1
Pope Joan,Donna Woolfolk Cross,1996,4.0,1
Kappa,Ryūnosuke Akutagawa,1933,5.0,2
The Humbling,Philip A. Roth,2009,4.0,5
A Gathering of Shadows,V. E. Schwab,2016,5.0,1
The Bone Season,Samantha Shannon,2013,5.0,1
The Adventures of Stainless Steel Rat,Harry Harrison,1970,4.0,9
Nana Upstairs & Nana Downstairs,Tomie dePaola,1973,5.0,3
Dead in the family,Charlaine Harris,2010,4.0,15
The lion,Nelson De Mille,2010,4.0,16
Blood's a rover,James Ellroy,2009,5.0,9
Dark Possession,Christine Feehan,2007,4.0,1
The Christmas wedding,James Patterson,2011,5.0,101
The Fox Went Out on a Chilly Night,Peter Spier,1961,5.0,1
MaddAdam,Margaret Atwood,2013,4.0,15
Doctored Evidence,Donna Leon,2004,5.0,1
Dead to the World,Charlaine Harris,2004,4.0,15
The Overstory,Richard Powers,2018,5.0,2
Corsarios de Levante,Arturo Pérez-Reverte,2006,5.0,14
Franklin and Harriet,Paulette Bourgeois,2001,5.0,14
The Long War,Terry Pratchett,2013,4.0,54
James the red engine,Reverend W. Awdry,1948,5.0,3
"The Collected Works of Ambrose Bierce, Volume II. In the Midst of Life (Tales of Soldiers and Civilians) [15 stories]",Ambrose Bierce,1909,4.0,8
Emma McChesney & Co,Edna Ferber,1915,5.0,4
The Magic Egg and Other Stories,Frank R. Stockton,1907,4.0,4
The master mind of Mars,Edgar Rice Burroughs,1928,4.0,30
الكرنك,"نجيب محفوظ,",1974,5.0,1
Encyclopedia Brown and the Case of the Secret Pitch,Donald J. Sobol,1965,5.0,3
Gallows Thief,Bernard Cornwell,2001,5.0,27
Rage of a Demon King,Raymond E. Feist,1997,4.0,8
The Princess Diaries,Meg Cabot,2000,5.0,1
White Butterfly (Easy Rawlins Mysteries),Walter Mosley,1992,5.0,9
Full Bloom (Full),Janet Evanovich,2005,5.0,10
Fugitive pieces,Anne Michaels,1996,5.0,1
The Fall of the House of Usher and Other Tales [15 stories],Edgar Allan Poe,1960,4.0,14
Anathem,Neal Stephenson,2008,4.0,8
The Rolling Stones,Robert A. Heinlein,1952,5.0,28
Ripley Under Ground,Patricia Highsmith,1970,4.0,12
A Gift from Earth,Larry Niven,1968,4.0,5
Ravelstein,Saul Bellow,2000,4.0,7
The Autobiography of Charles Darwin,Charles Darwin,1929,5.0,1
"The woman who rode away, and other stories",David Herbert Lawrence,1928,5.0,12
Thou Shell of Death,Nicholas Blake,1936,5.0,2
Dead as a doornail,Charlaine Harris,2005,4.0,15
Waterland,Graham Swift,1983,4.0,1
FINAL UNFINISHED VOYAGE OF JACK AUBREY,Patrick O'Brian,2004,5.0,21
Snow Spider,Jenny Nimmo,1986,5.0,5
A ship of the line,C. S. Forester,1920,4.0,5
The Lunatic Cafe (Anita Blake),Laurell K. Hamilton,1996,5.0,1
Angus and ducks,Marjorie Flack,1930,4.0,3
Chanson douce,Leïla Slimani,2016,4.0,1
Return of the Indian,Lynne Reid Banks,1986,4.0,4
Up the Line,Robert Silverberg,1969,5.0,8
Gouverneurs de la rosée,Jacques Roumain,1944,4.0,1
An American Dream,Norman Mailer,1965,5.0,3
Blue shoes and happiness,Alexander McCall Smith,2006,5.0,13
Stink and the World's Worst Super-Stinky Sneakers,Megan McDonald,2007,4.0,12
Konarmii͡a︡,Isaak Babel,1927,5.0,1
The girls' guide to hunting and fishing,Melissa Bank,1999,5.0,1
Nothing's Fair in Fifth Grade,Barthe DeClements,1981,5.0,1
The end,Lemony Snicket,2006,5.0,14
"The snows of Kilimanjaro, and other stories",Ernest Hemingway,1955,4.0,13
Happy Ever After,Nora Roberts,2010,5.0,89
"Stanley, Flat Again! (Flat Stanley)",Jeff Brown,2003,5.0,2
Heart-Shaped Box,Joe Hill,2007,5.0,1
The sport of the gods,Paul Laurence Dunbar,1902,4.0,1
The Stainless Steel Rat Saves the World,Harry Harrison,1971,4.0,9
Station Eleven,Emily St. John Mandel,2014,4.0,1
Heaven's my destination,Thornton Wilder,1934,4.0,4
Heaven's Price,Sandra Brown,1983,5.0,43
El pintor de batallas,Arturo Pérez-Reverte,2006,4.0,14
Le fou de Bergerac,Georges Simenon,1932,4.0,45
Le coup de lune,Georges Simenon,1933,4.0,45
La Colère de Maigret,Georges Simenon,1963,4.0,45
Pleasure,Eric Jerome Dickey,2005,4.0,1
Rudolph the Red-nosed Reindeer,Barbara Shook Hazen,1958,4.0,1
Shadow of the Giant,Orson Scott Card,2000,5.0,16
The Bean Trees,Barbara Kingsolver,1988,5.0,2
The Short Second Life of Bree Tanner,Stephenie Meyer,2009,5.0,6
Silent Night,Mary Higgins Clark,1995,5.0,20
Ten big ones,Janet Evanovich,2004,5.0,10
High Crimes,Joseph Finder,1998,5.0,1
The Heroes,Joe Abercrombie,2011,5.0,3
"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)",Tad Williams,1990,5.0,3
A Tale of Time City,Diana Wynne Jones,1987,5.0,10
Eleven on Top,Janet Evanovich,2005,5.0,10
The Great Kapok Tree,Lynne Cherry,1990,5.0,1
The Storybook of Legends,Shannon Hale,2001,4.0,5
Cold Sassy Tree,Olive Ann Burns,1984,4.02,1
Finding the Dream,Nora Roberts,1997,5.0,89
Long time gone,J. A. Jance,2005,5.0,2
Lunar Park,Bret Easton Ellis,2005,5.0,5
Fledgling,Octavia E. Butler,2005,4.0,5
The Last Hero,Terry Pratchett,2001,4.0,54
Under orders,Dick Francis,2006,5.0,24
The Old Fox Deceiv'd,Martha Grimes,1982,5.0,2
Grave sight,Charlaine Harris,2005,4.0,15
Grave Secrets,Kathy Reichs,2002,4.0,7
Wise blood,Flannery O'Connor,1952,4.0,1
Rita Hayworth and Shawshank redemption,Stephen King,1982,5.0,70
The Silent Sea,Clive Cussler,2010,5.0,35
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,2017,4.4,2
Small World,David Lodge,1984,5.0,1
Small g,Patricia Highsmith,1995,5.0,12
The Steep Approach to Garbadale,Iain Banks,2007,4.0,4
Lucy. Roman,Jamaica Kincaid,1990,5.0,3
Gai-Jin (Asian Saga,James Clavell,1993,5.0,4
Meridian,Alice Walker,1976,4.0,2
Then there were five,Elizabeth Enright,1944,5.0,5
Bat in Bunk Five,Paula Danziger,1980,5.0,9
Timescape,Gregory Benford,1980,5.0,3
To the Devil - a Daughter,Dennis Wheatley,1953,5.0,2
"Three bedrooms, one corpse",Charlaine Harris,1994,4.0,15
I married a communist,Philip Roth,1998,4.0,8
This Was a Man,Jeffrey Archer,2016,5.0,24
The Sword of Bedwyr,R. A. Salvatore,1995,4.0,4
The House of God,Samuel Shem,1978,5.0,1
The tailor of Panama,John le Carré,1996,4.0,16
Sweet anger,Sandra Brown,1985,5.0,43
Star Island,Carl Hiaasen,2010,4.0,10
Strange the Dreamer,Laini Taylor,2016,5.0,3
Summer lightning,P. G. Wodehouse,1929,4.0,32
Home for a Bunny,Margaret Wise Brown,1956,5.0,7
Den orolige mannen,Henning Mankell,2009,5.0,16
Something Happened,Joseph Heller,1966,5.0,2
The Changeling,Victoria Holt,1989,4.0,23
Angelina and the Princess,Katharine Holabird,1984,4.0,4
March,Geraldine Brooks,2005,5.0,3
Battle Flag,Bernard Cornwell,1995,5.0,27
Long time coming,Sandra Brown,1989,5.0,43
"Flash for freedom! from the Flashman papers, 1848-1849",George MacDonald Fraser,1971,5.0,6
The Firebrand,Marion Zimmer Bradley,1987,5.0,6
The Portable Hawthorne,Nathaniel Hawthorne,1948,4.0,9
Boston,Upton Sinclair,1928,4.0,6
An Honest Thief and Other Stories,Фёдор Михайлович Достоевский,1919,4.0,15
Ensaio sobre a lucidez,José Saramago,2004,5.0,2
The ivory tower,Henry James,1900,4.0,17
The Best Christmas Pageant Ever,Barbara Robinson,1972,5.0,1
Nerilka's Story,Anne McCaffrey,1986,5.0,25
Watch the skies,James Patterson,2009,4.0,101
Enemy of God,Bernard Cornwell,1996,4.0,27
The Adventure of the Blue Carbuncle,Arthur Conan Doyle,1948,5.0,24
Knights of the Kitchen Table,Jon Scieszka,1987,5.0,1
Le regard du roi,Camara Laye,1954,4.0,1
The City & The City,China Miéville,2009,5.0,1
The power of one,Bryce Courtenay,1989,5.0,1
Mr. Midshipman Hornblower,C. S. Forester,1920,5.0,5
Bienes historie,Maja Lunde,2015,4.0,1
Sacred Clowns CD Low Price,Tony Hillerman,1993,4.0,1
George's Cosmic Treasure Hunt,Lucy Hawking,2009,5.0,2
Milkweed (Black Apples),Jerry Spinelli,2003,5.0,5
Homeland,R. A. Salvatore,1990,5.0,4
The Outlaws of Sherwood,Robin McKinley,1988,5.0,3
The Legend of Spud Murphy,Eoin Colfer,2004,5.0,13
Life After Life,Kate Atkinson,2013,4.0,1
Mr. Macky is wacky!,Dan Gutman,2006,4.0,4
Jacky Ha-Ha,James Patterson,2016,5.0,101
Spy line,Len Deighton,1989,5.0,9
Legend,Marie Lu,2011,5.0,3
Civil War on Sunday,Mary Pope Osborne,2000,4.0,28
Queen of Shadows,Sarah J. Maas,2015,5.0,11
Harry by the Sea,Gene Zion,1965,4.0,2
Salamandastron (Redwall #5),Brian Jacques,1992,5.0,15
"That was then, this is now",S. E. Hinton,1971,5.0,2
"Go, Dog. Go!",P. D. Eastman,1961,5.0,2
Mrs. Stevens hears the mermaids singing,May Sarton,1965,4.0,2
Chesapeake,James A. Michener,1978,5.0,6
A Darkness at Sethanon,Raymond E. Feist,1986,4.0,8
The Snow Queen,Joan D. Vinge,1980,5.0,1
The Cat Who Tailed a Thief,Lilian Jackson Braun,1997,5.0,2
One False Note,Gordon Korman,2008,5.0,3
Revolutionary War on Wednesday,Mary Pope Osborne,2000,5.0,28
The Long Patrol,Brian Jacques,1997,4.0,15
Curse of the Bane,Joseph Delaney,2005,5.0,3
Two by Two,Nicholas Sparks,2016,5.0,3
"Theodore Boone, kid lawyer",John Grisham,2010,5.0,31
"Teach Us, Amelia Bedelia",Peggy Parish,1977,4.0,5
Shoeshine girl,Clyde Robert Bulla,1900,4.0,1
Siege and Storm,Leigh Bardugo,2013,5.0,6
Three Blind Mice [short story],Agatha Christie,1980,4.0,85
No star is lost,James T. Farrell,1938,4.0,2
Bahama crisis,Desmond Bagley,1980,5.0,3
Morgan and Me,Stephen Cosgrove,1975,5.0,2
Blue Genes (Kate Brannigan),Val McDermid,1996,5.0,8
Jane and Prudence,Barbara Pym,1953,5.0,4
Keeping up with Cheetah,Lindsay Camp,1993,5.0,1
Lieutenant Hornblower,C. S. Forester,1920,4.0,5
The Dragon Masters,Jack Vance,1962,4.0,2
The Guns of Avalon,Roger Zelazny,1972,4.0,10
Pax,Sara Pennypacker,2016,5.0,1
They All Saw a Cat,Brendan Wenzel,2016,5.0,1
3x3 eyes - Key to the sacred land,Yuzo Takada,1995,5.0,1
Doraemon,Fujio Fujiko,1974,5.0,1
Betrayal in death,Nora Roberts,2001,4.0,89
The aerodrome,"Warner, Rex",1941,4.0,1
Blood of Amber,Roger Zelazny,1986,4.0,10
Horse under water,Len Deighton,1963,4.0,9
Without Mercy,Lisa Jackson,2010,5.0,5
Past Caring,Robert Goddard,1986,4.0,1
The Cold Six Thousand,James Ellroy,2001,4.0,9
Poppy done to death,Charlaine Harris,2003,4.0,15
City of Golden Shadow,Tad Williams,1991,4.0,3
Pather Panchali,Bibhutibhushan Bandopadhyay,1968,5.0,1
"Dragons of the Dwarven Depths (Dragonlance: The Lost Chronicles, Vol. 1)",Margaret Weis,2006,4.0,8
Te lo do io il karate!,Elisabetta Dami,2005,5.0,33
The Double Comfort Safari Club,Alexander McCall Smith,1960,5.0,13
Mason & Dixon,Thomas Pynchon,1997,5.0,5
Concealed in Death,Nora Roberts,2014,4.0,89
The 500 hats of Bartholomew Cubbins,Dr. Seuss,1938,4.0,16
The Man Who Was Poe,Avi,1989,4.0,3
Star Trek - The Prometheus Design,Sondra Marshak,1982,4.0,1
Mrs. Roopy Is Loopy!,Dan Gutman,2004,5.0,4
The Burglar in the Rye,Lawrence Block,1999,4.0,13
Break No Bones,Kathy Reichs,2006,4.0,7
The Drop,Dennis Lehane,2001,4.0,13
Nuns and soldiers,Iris Murdoch,1980,5.0,9
"The Ear, the Eye, and the Arm",Nancy Farmer,1994,4.0,1
Play With Me,Marie Hall Ets,1955,4.0,3
The Dirty Girls Social Club,Alisa Valdes-Rodriguez,2003,5.0,1
Let The Circle be Unbroken,Mildred D. Taylor,1981,5.0,3
Exit West,Mohsin Hamid,2017,4.0,2
Exit wounds,J. A. Jance,1975,4.0,2
Amber Brown wants extra credit,Paula Danziger,1996,5.0,9
Yeni hayat,Orhan Pamuk,1994,4.0,6
Rage of Angels,Sidney Sheldon,1980,4.0,4
Across the Sea of Suns,Gregory Benford,1984,4.0,3
Night sins,Tami Hoag,1995,5.0,2
Evil Star (The Power of Five / The Gatekeepers #2),Anthony Horowitz,2006,5.0,7
The Other Boleyn Girl,Philippa Gregory,2001,4.0,2
15th Affair,James Patterson,2016,4.0,101
Out of the Dust,Karen Hesse,1997,5.0,1
Patriot games,Tom Clancy,1975,4.0,12
The Perfect Hope,Nora Roberts,2001,5.0,89
Comes the Blind Fury,John Saul,1980,5.0,1
The Contender,Robert Lipsyte,1967,5.0,1
Hondo,Louis L'Amour,1966,5.0,2
Go,John Clellon Holmes,1952,4.0,1
The Omen Machine,Terry Goodkind,2011,5.0,12
Alligator Baby,Robert N Munsch,1997,5.0,4
The Poet X,Elizabeth Acevedo,2018,5.0,1
American Dirt,Jeanine Cummins,2019,4.0,1
The Fog,James Herbert,1975,5.0,1
Assassin's Quest,Robin Hobb,1997,5.0,3
Tyrannosaurus Drip,Julia Donaldson,2007,5.0,14
Mean Streak,Sandra Brown,2014,5.0,43
The ice age,Margaret Drabble,1935,4.0,2
Dubrovsky,Aleksandr Sergeyevich Pushkin,1949,5.0,4
Mogens and Other Stories,Jens Peter Jacobsen,1921,4.0,2
Double act,Jacqueline Wilson,1995,5.0,1
Whiskey Beach,Nora Roberts,2013,5.0,89
Well done Noddy!,Enid Blyton,1952,4.0,38
Pay it forward,Catherine Ryan Hyde,1999,5.0,1
Acorna,Anne McCaffrey,1997,5.0,25
Paddington goes to town,Michael Bond,1968,4.0,7
