title,url,author,rating,rating_count,id
"Living Dead in Dallas (Sookie Stackhouse, #2)",https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,Charlaine Harris,3.96,259012,110494
"Club Dead (Sookie Stackhouse, #3)",https://www.goodreads.com/book/show/140082.Club_Dead,Charlaine Harris,4.02,241724,140082
The White Tiger,https://www.goodreads.com/book/show/1768603.The_White_Tiger,Aravind Adiga,3.77,198095,1768603
It's Kind of a Funny Story,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,Ned Vizzini,4.08,258170,248704
"Glass Houses (The Morganville Vampires, #1)",https://www.goodreads.com/book/show/27266.Glass_Houses,Rachel Caine,3.92,102582,27266
Walk Two Moons,https://www.goodreads.com/book/show/53496.Walk_Two_Moons,Sharon Creech,4.0,170923,53496
Because of Winn-Dixie,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,Kate DiCamillo,4.1,269696,357664
Hard-Boiled Wonderland and the End of the World,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,Haruki Murakami,4.12,145353,10374
The Shell Seekers,https://www.goodreads.com/book/show/37095.The_Shell_Seekers,Rosamunde Pilcher,4.19,115847,37095
"Antigone (The Theban Plays, #3)",https://www.goodreads.com/book/show/7728.Antigone,Sophocles,3.67,166552,7728
The Power of Myth,https://www.goodreads.com/book/show/35519.The_Power_of_Myth,Joseph Campbell,4.26,52587,35519
Angle of Repose,https://www.goodreads.com/book/show/292408.Angle_of_Repose,Wallace Stegner,4.24,60694,292408
"A Darker Shade of Magic (Shades of Magic, #1)",https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,Victoria E. Schwab,4.04,400919,22055262
"Haunting Adeline (Cat and Mouse, #1)",https://www.goodreads.com/book/show/58763686-haunting-adeline,H.D. Carlton,3.96,721735,58763686
Orlando,https://www.goodreads.com/book/show/18839.Orlando,Virginia Woolf,3.87,104875,18839
The Jungle Books,https://www.goodreads.com/book/show/41684.The_Jungle_Books,Rudyard Kipling,4.01,88355,41684
One Day,https://www.goodreads.com/book/show/6280118-one-day,David Nicholls,3.86,389522,6280118
The Corrections,https://www.goodreads.com/book/show/3805.The_Corrections,Jonathan Franzen,3.84,191474,3805
The Marriage Portrait,https://www.goodreads.com/book/show/60353768-the-marriage-portrait,Maggie O'Farrell,4.01,177341,60353768
"Lover Revealed (Black Dagger Brotherhood, #4)",https://www.goodreads.com/book/show/42898.Lover_Revealed,J.R. Ward,4.28,140785,42898
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities,Shannon Messenger,4.4,96639,12842828
"The Edge of Never (The Edge of Never, #1)",https://www.goodreads.com/book/show/16081272-the-edge-of-never,J.A. Redmerski,4.22,149482,16081272
An Abundance of Katherines,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines,John Green,3.51,541451,49750
Geek Love,https://www.goodreads.com/book/show/13872.Geek_Love,Katherine Dunn,3.95,70475,13872
Cryptonomicon,https://www.goodreads.com/book/show/816.Cryptonomicon,Neal Stephenson,4.23,114857,816
"Lover Avenged (Black Dagger Brotherhood, #7)",https://www.goodreads.com/book/show/5098079-lover-avenged,J.R. Ward,4.36,118105,5098079
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",https://www.goodreads.com/book/show/18243700-the-assassin-s-blade,Sarah J. Maas,4.21,927751,18243700
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,Stephen R. Covey,4.16,787827,36072
Jude the Obscure,https://www.goodreads.com/book/show/50798.Jude_the_Obscure,Thomas Hardy,3.83,74034,50798
"Mort (Discworld, #4; Death, #1)",https://www.goodreads.com/book/show/386372.Mort,Terry Pratchett,4.24,260453,386372
"Mary Poppins (Mary Poppins, #1)",https://www.goodreads.com/book/show/152380.Mary_Poppins,P.L. Travers,4.01,137589,152380
"Fire (Graceling Realm, #2)",https://www.goodreads.com/book/show/6137154-fire,Kristin Cashore,4.1,191012,6137154
Stoner,https://www.goodreads.com/book/show/166997.Stoner,John  Williams,4.35,204309,166997
The Moon Is a Harsh Mistress,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,Robert A. Heinlein,4.15,135362,16690
Still Alice,https://www.goodreads.com/book/show/2153405.Still_Alice,Lisa Genova,4.32,352116,2153405
"Small Gods (Discworld, #13)",https://www.goodreads.com/book/show/34484.Small_Gods,Terry Pratchett,4.32,128017,34484
Chasing the Devil: The Search for Africa's Fighting Spirit,https://www.goodreads.com/book/show/7940583-chasing-the-devil,Tim Butcher,4.13,1915,7940583
My Name Is Asher Lev,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev,Chaim Potok,4.24,42540,11507
"The Passage (The Passage, #1)",https://www.goodreads.com/book/show/6690798-the-passage,Justin Cronin,4.05,218284,6690798
The Omnivore's Dilemma: A Natural History of Four Meals,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma,Michael Pollan,4.19,207800,3109
The Namesake,https://www.goodreads.com/book/show/33917.The_Namesake,Jhumpa Lahiri,4.02,277394,33917
Dandelion Wine,https://www.goodreads.com/book/show/50033.Dandelion_Wine,Ray Bradbury,4.09,74777,50033
"The Well of Ascension (Mistborn, #2)",https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,Brandon Sanderson,4.39,565860,68429
Choke,https://www.goodreads.com/book/show/29059.Choke,Chuck Palahniuk,3.71,216601,29059
The Portrait of a Lady,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,Henry James,3.79,83281,264
I Am the Messenger,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,Markus Zusak,4.03,165919,19057
Howards End,https://www.goodreads.com/book/show/38374795-howards-end,E.M. Forster,3.96,92419,38374795
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,Douglas Adams,4.2,304667,8695
"Winter (The Lunar Chronicles, #4)",https://www.goodreads.com/book/show/13206900-winter,Marissa Meyer,4.42,298217,13206900
Wild Swans: Three Daughters of China,https://www.goodreads.com/book/show/1848.Wild_Swans,Jung Chang,4.29,118221,1848
The Forgotten Garden,https://www.goodreads.com/book/show/3407877-the-forgotten-garden,Kate Morton,4.15,230824,3407877
"Into the Wild (Warriors, #1)",https://www.goodreads.com/book/show/111332.Into_the_Wild,Erin Hunter,4.32,113895,111332
"Worm Holes (Quantum Roots, #2)",https://www.goodreads.com/book/show/34384161-worm-holes,Kyle Keyes,4.34,2114,34384161
"Finale (Hush, Hush, #4)",https://www.goodreads.com/book/show/12751687-finale,Becca Fitzpatrick,4.12,182630,12751687
"The Eden Paradox (Eden Paradox, #1)",https://www.goodreads.com/book/show/43722869-the-eden-paradox,Barry Kirwan,4.22,16252,43722869
"The Ballad of Never After (Once Upon a Broken Heart, #2)",https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after,Stephanie Garber,4.5,362013,59808071
The Three Witches and the Master,https://www.goodreads.com/book/show/156150514-the-three-witches-and-the-master,Max Nowaz,4.3,18386,156150514
"The Hunt for Red October (Jack Ryan, #3)",https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,Tom Clancy,4.11,382657,19691
"Linger (The Wolves of Mercy Falls, #2)",https://www.goodreads.com/book/show/6654313-linger,Maggie Stiefvater,3.88,173270,6654313
The Sea of Tranquility,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,Katja Millay,4.29,87767,16151178
Tender Is the Night,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,F. Scott Fitzgerald,3.78,143349,46164
We Have Always Lived in the Castle,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,Shirley Jackson,3.92,263096,89724
"Deeper Than the Dead (Vera Boyett, #1)",https://www.goodreads.com/book/show/198190467-deeper-than-the-dead,Debra Webb,4.05,18430,198190467
"The Mercy of Gods (The Captive’s War, #1)",https://www.goodreads.com/book/show/201930181-the-mercy-of-gods,James S.A. Corey,4.19,24263,201930181
The Bridges of Madison County,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County,Robert James Waller,3.71,102395,83674
Between Shades of Gray,https://www.goodreads.com/book/show/7824322-between-shades-of-gray,Ruta Sepetys,4.37,261716,7824322
Survivor,https://www.goodreads.com/book/show/36236123-survivor,Chuck Palahniuk,3.93,121565,36236123
"84, Charing Cross Road",https://www.goodreads.com/book/show/368916.84_Charing_Cross_Road,Helene Hanff,4.16,90472,368916
"The Dark Tower (The Dark Tower, #7)",https://www.goodreads.com/book/show/5091.The_Dark_Tower,Stephen        King,4.29,182041,5091
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart,Stephanie Garber,4.06,500043,55987278
"Forrest Gump (Forrest Gump, #1)",https://www.goodreads.com/book/show/186190.Forrest_Gump,Winston Groom,4.01,70697,186190
Exodus,https://www.goodreads.com/book/show/42697.Exodus,Leon Uris,4.34,100651,42697
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,Sarah J. Maas,4.47,2294798,50659472
Salvager: A Military Science Fiction Adventure,https://www.goodreads.com/book/show/218224452-salvager,Scott Moon,4.21,1595,218224452
Ethan Frome,https://www.goodreads.com/book/show/5246.Ethan_Frome,Edith Wharton,3.45,132967,5246
Gift from the Sea,https://www.goodreads.com/book/show/77295.Gift_from_the_Sea,Anne Morrow Lindbergh,4.14,53710,77295
Hello Beautiful,https://www.goodreads.com/book/show/61771675-hello-beautiful,Ann Napolitano,4.15,455426,61771675
Pale Fire,https://www.goodreads.com/book/show/7805.Pale_Fire,Vladimir Nabokov,4.17,54546,7805
Revolutionary Road,https://www.goodreads.com/book/show/48328.Revolutionary_Road,Richard Yates,3.93,90936,48328
"Walking Disaster (Beautiful, #2)",https://www.goodreads.com/book/show/15745950-walking-disaster,Jamie McGuire,4.14,202382,15745950
Illusions: The Adventures of a Reluctant Messiah,https://www.goodreads.com/book/show/29946.Illusions,Richard Bach,4.15,65463,29946
"Daughter of the Forest  (Sevenwaters, #1)",https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,Juliet Marillier,4.29,68481,13928
"Absalom, Absalom!",https://www.goodreads.com/book/show/373755.Absalom_Absalom_,William Faulkner,3.98,46311,373755
A Room of One’s Own,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own,Virginia Woolf,4.22,235450,18521
The Long Walk,https://www.goodreads.com/book/show/9014.The_Long_Walk,Richard  Bachman,4.07,208972,9014
"A Study in Scarlet (Sherlock Holmes, #1)",https://www.goodreads.com/book/show/102868.A_Study_in_Scarlet,Arthur Conan Doyle,4.14,473395,102868
Turtles All the Way Down,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,John Green,3.88,613686,35504431
"Kane & Abel (Kane & Abel, #1)",https://www.goodreads.com/book/show/78983.Kane_Abel,Jeffrey Archer,4.34,127068,78983
"The City of Ember (Book of Ember, #1)",https://www.goodreads.com/book/show/307791.The_City_of_Ember,Jeanne DuPrau,3.9,292069,307791
The Fall,https://www.goodreads.com/book/show/11991.The_Fall,Albert Camus,4.04,121846,11991
On Earth We're Briefly Gorgeous,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,Ocean Vuong,4.03,352501,41880609
"The Reckoning (Darkest Powers, #3)",https://www.goodreads.com/book/show/6468666-the-reckoning,Kelley Armstrong,4.18,118057,6468666
A Walk in the Woods: Rediscovering America on the Appalachian Trail,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods,Bill Bryson,4.07,428019,9791
Deception Point,https://www.goodreads.com/book/show/976.Deception_Point,Dan    Brown,3.76,686524,976
Thus Spoke Zarathustra,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,Friedrich Nietzsche,4.07,164891,51893
Where the Heart Is,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,Billie Letts,4.04,250957,5168
"The Awakening (Darkest Powers, #2)",https://www.goodreads.com/book/show/5391115-the-awakening,Kelley Armstrong,4.14,117026,5391115
The 5 Love Languages: The Secret to Love that Lasts,https://www.goodreads.com/book/show/23878688-the-5-love-languages,Gary Chapman,4.28,460310,23878688
"Specials (Uglies, #3)",https://www.goodreads.com/book/show/24765.Specials,Scott Westerfeld,3.75,199666,24765
"Dead as a Doornail (Sookie Stackhouse, #5)",https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,Charlaine Harris,4.01,222149,170210
Nausea,https://www.goodreads.com/book/show/298275.Nausea,Jean-Paul Sartre,3.94,130342,298275
"The Amulet of Samarkand (Bartimaeus, #1)",https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,Jonathan Stroud,4.04,132176,334123
Cold Sassy Tree,https://www.goodreads.com/book/show/40389231-cold-sassy-tree,Olive Ann Burns,4.02,104428,40389231
The Sorrows of Young Werther,https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,Johann Wolfgang von Goethe,3.69,144555,16640
"The Millennium Trilogy (Millennium Trilogy, #1-3)",https://www.goodreads.com/book/show/7822895-the-millennium-trilogy,Stieg Larsson,4.47,56680,7822895
Travels with Charley: In Search of America,https://www.goodreads.com/book/show/5306.Travels_with_Charley,John Steinbeck,4.08,101145,5306
The Hotel New Hampshire,https://www.goodreads.com/book/show/11768.The_Hotel_New_Hampshire,John Irving,3.93,67302,11768
"On Her Watch (Bree Taggert, #8)",https://www.goodreads.com/book/show/61138863-on-her-watch,Melinda Leigh,4.51,16308,61138863
The Fountainhead,https://www.goodreads.com/book/show/2122.The_Fountainhead,Ayn Rand,3.89,331109,2122
Shakespeare's Sonnets,https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets,William Shakespeare,4.25,109173,42038
"The Hawthorne Legacy (The Inheritance Games, #2)",https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,Jennifer Lynn Barnes,4.19,539958,50531218
"From Blood and Ash (Blood and Ash, #1)",https://www.goodreads.com/book/show/52831200-from-blood-and-ash,Jennifer L. Armentrout,4.22,732031,52831200
"Reflected in You (Crossfire, #2)",https://www.goodreads.com/book/show/13596809-reflected-in-you,Sylvia Day,4.3,360111,13596809
Marked by Magic (Tracking Trouble #1),https://www.goodreads.com/book/show/201272400-marked-by-magic,Lindsay Buroker,4.32,4643,201272400
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",https://www.goodreads.com/book/show/40605329-the-mysterious-benedict-society,Trenton Lee Stewart,4.2,169153,40605329
The Gargoyle,https://www.goodreads.com/book/show/2595138-the-gargoyle,Andrew  Davidson,3.97,50077,2595138
"Definitely Dead (Sookie Stackhouse, #6)",https://www.goodreads.com/book/show/140079.Definitely_Dead,Charlaine Harris,4.01,208693,140079
"The Sparrow (The Sparrow, #1)",https://www.goodreads.com/book/show/334176.The_Sparrow,Mary Doria Russell,4.14,79070,334176
"The Ruins of Gorlan (Ranger's Apprentice, #1)",https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,John Flanagan,4.25,168441,60400
The Immortal Life of Henrietta Lacks,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,Rebecca Skloot,4.12,772521,6493208
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",https://www.goodreads.com/book/show/30281.Guilty_Pleasures,Laurell K. Hamilton,4.02,151273,30281
"The Golden Lily (Bloodlines, #2)",https://www.goodreads.com/book/show/8709523-the-golden-lily,Richelle Mead,4.31,120741,8709523
"Gabriel's Inferno (Gabriel's Inferno, #1)",https://www.goodreads.com/book/show/10140661-gabriel-s-inferno,Sylvain Reynard,3.98,160069,10140661
A Million Little Pieces,https://www.goodreads.com/book/show/1241.A_Million_Little_Pieces,James Frey,3.69,259134,1241
"Opal (Lux, #3)",https://www.goodreads.com/book/show/13362536-opal,Jennifer L. Armentrout,4.24,156125,13362536
The Brief Wondrous Life of Oscar Wao,https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,Junot Díaz,3.89,272124,297673
A Connecticut Yankee in King Arthur's Court,https://www.goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,Mark Twain,3.77,105901,162898
A Moveable Feast,https://www.goodreads.com/book/show/4631.A_Moveable_Feast,Ernest Hemingway,4.02,159654,4631
"Dreamfever (Fever, #4)",https://www.goodreads.com/book/show/6050298-dreamfever,Karen Marie Moning,4.38,104651,6050298
"Breaking Dawn (The Twilight Saga, #4)",https://www.goodreads.com/book/show/1162543.Breaking_Dawn,Stephenie Meyer,3.75,1803258,1162543
"Burned (House of Night, #7)",https://www.goodreads.com/book/show/6917952-burned,P.C. Cast,3.97,162412,6917952
"Crank (Crank, #1)",https://www.goodreads.com/book/show/270730.Crank,Ellen Hopkins,4.17,151554,270730
We,https://www.goodreads.com/book/show/76171.We,Yevgeny Zamyatin,3.88,104680,76171
