title,url,id,author
Little Lucy's Wonderful Globe,https://www.gutenberg.org/ebooks/26487,26487,Charlotte M. Yonge
Life Is a Dream,https://www.gutenberg.org/ebooks/2587,2587,Pedro Calderón de la Barca
Anne of Avonlea,https://www.gutenberg.org/ebooks/19575,19575,L. M. Montgomery
豔異編 (Chinese),https://www.gutenberg.org/ebooks/27026,27026,Shizhen Wang
Our Mutual Friend,https://www.gutenberg.org/ebooks/883,883,Charles Dickens
The Lani People,https://www.gutenberg.org/ebooks/2509,2509,Jesse F. Bone
The Valley of Fear,https://www.gutenberg.org/ebooks/3289,3289,Arthur Conan Doyle
Short Stories,https://www.gutenberg.org/ebooks/40745,40745,Fyodor Dostoyevsky
Sense and Sensibility,https://www.gutenberg.org/ebooks/22964,22964,Jane Austen
Lord Jim,https://www.gutenberg.org/ebooks/5658,5658,Joseph Conrad
Twice-told tales,https://www.gutenberg.org/ebooks/13707,13707,Nathaniel Hawthorne
Letters of Two Brides,https://www.gutenberg.org/ebooks/22981,22981,Honoré de Balzac
Alice's Adventures in Wonderland,https://www.gutenberg.org/ebooks/28885,28885,Lewis Carroll
The innocence of Father Brown,https://www.gutenberg.org/ebooks/204,204,G. K. Chesterton
The Jew of Malta,https://www.gutenberg.org/ebooks/901,901,Christopher Marlowe
The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda,https://www.gutenberg.org/ebooks/1152,1152,
"Volpone; Or, The Fox",https://www.gutenberg.org/ebooks/4039,4039,Ben Jonson
隋唐演義 (Chinese),https://www.gutenberg.org/ebooks/23835,23835,active 1675-1695 Renhu Chu
Strange Stories from a Chinese Studio (Volumes 1 and 2),https://www.gutenberg.org/ebooks/43629,43629,Songling Pu
Anne of the Island,https://www.gutenberg.org/ebooks/20265,20265,L. M. Montgomery
Gulliver's Travels,https://www.gutenberg.org/ebooks/28946,28946,Jonathan Swift
The Lost World,https://www.gutenberg.org/ebooks/139,139,Arthur Conan Doyle
The Return of the Native,https://www.gutenberg.org/ebooks/122,122,Thomas Hardy
Mary Barton,https://www.gutenberg.org/ebooks/2153,2153,Elizabeth Cleghorn Gaskell
Phaedra,https://www.gutenberg.org/ebooks/1977,1977,Jean Racine
The sound and the fury,https://www.gutenberg.org/ebooks/75170,75170,William Faulkner
"The Bet, and other stories",https://www.gutenberg.org/ebooks/55283,55283,Anton Pavlovich Chekhov
"Pamela, or Virtue Rewarded",https://www.gutenberg.org/ebooks/6124,6124,Samuel Richardson
Black Beauty - The Autobiography of a Horse,https://www.gutenberg.org/ebooks/19637,19637,Anna Sewell
Second Variety,https://www.gutenberg.org/ebooks/32032,32032,Philip K. Dick
Le Morte d'Arthur: Volume 2,https://www.gutenberg.org/ebooks/1252,1252,Sir Thomas Malory
"Tartuffe; Or, The Hypocrite",https://www.gutenberg.org/ebooks/28488,28488,Molière
Villette,https://www.gutenberg.org/ebooks/21181,21181,Charlotte Brontë
Детство (Russian),https://www.gutenberg.org/ebooks/19681,19681,graf Leo Tolstoy
The Narrative of Arthur Gordon Pym of Nantucket,https://www.gutenberg.org/ebooks/51060,51060,Edgar Allan Poe
The Marvelous Land of Oz,https://www.gutenberg.org/ebooks/54,54,L. Frank Baum
Noli me tángere (Spanish),https://www.gutenberg.org/ebooks/47584,47584,José Rizal
Villette,https://www.gutenberg.org/ebooks/9182,9182,Charlotte Brontë
The Wendigo,https://www.gutenberg.org/ebooks/10897,10897,Algernon Blackwood
The Beautiful and Damned,https://www.gutenberg.org/ebooks/9830,9830,F. Scott Fitzgerald
Daddy-Long-Legs,https://www.gutenberg.org/ebooks/40426,40426,Jean Webster
Tarzan of the Apes,https://www.gutenberg.org/ebooks/23712,23712,Edgar Rice Burroughs
Doña Perfecta (Spanish),https://www.gutenberg.org/ebooks/15725,15725,Benito Pérez Galdós
The Mysteries of Udolpho,https://www.gutenberg.org/ebooks/3268,3268,Ann Ward Radcliffe
Mansfield Park,https://www.gutenberg.org/ebooks/22962,22962,Jane Austen
The Rosary,https://www.gutenberg.org/ebooks/21175,21175,Florence L. Barclay
Venus in Furs,https://www.gutenberg.org/ebooks/6852,6852,Ritter von Leopold Sacher-Masoch
"The Forsyte Saga, Volume I.",https://www.gutenberg.org/ebooks/2559,2559,John Galsworthy
My Ántonia,https://www.gutenberg.org/ebooks/242,242,Willa Cather
The Thirty-Nine Steps,https://www.gutenberg.org/ebooks/558,558,John Buchan
The Taming of the Shrew,https://www.gutenberg.org/ebooks/1508,1508,William Shakespeare
Nicholas Nickleby,https://www.gutenberg.org/ebooks/967,967,Charles Dickens
Cuentos de Amor de Locura y de Muerte (Spanish),https://www.gutenberg.org/ebooks/13507,13507,Horacio Quiroga
The Post Office,https://www.gutenberg.org/ebooks/6523,6523,Rabindranath Tagore
The Tragedy of King Lear,https://www.gutenberg.org/ebooks/1532,1532,William Shakespeare
Niebla (Nivola) (Spanish),https://www.gutenberg.org/ebooks/49836,49836,Miguel de Unamuno
"Tom Swift and His Aerial Warship; Or, The Naval Terror of the Seas",https://www.gutenberg.org/ebooks/22951,22951,Victor Appleton
Around the World in Eighty Days,https://www.gutenberg.org/ebooks/28947,28947,Jules Verne
The Best American Humorous Short Stories,https://www.gutenberg.org/ebooks/10947,10947,
Dorothy and the Wizard in Oz,https://www.gutenberg.org/ebooks/19450,19450,L. Frank Baum
Father Goriot,https://www.gutenberg.org/ebooks/1237,1237,Honoré de Balzac
The Great God Pan,https://www.gutenberg.org/ebooks/389,389,Arthur Machen
Pride and Prejudice,https://www.gutenberg.org/ebooks/20686,20686,Jane Austen
Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,https://www.gutenberg.org/ebooks/31,31,Sophocles
Howards End,https://www.gutenberg.org/ebooks/22452,22452,E. M. Forster
Stories from Tagore,https://www.gutenberg.org/ebooks/33525,33525,Rabindranath Tagore
The Gay Cockade,https://www.gutenberg.org/ebooks/16433,16433,Temple Bailey
Lady Audley's Secret,https://www.gutenberg.org/ebooks/23084,23084,M. E. Braddon
The Life of Lazarillo de Tormes,https://www.gutenberg.org/ebooks/53489,53489,Anonymous
He,https://www.gutenberg.org/ebooks/25589,25589,Andrew Lang and Walter Herries Pollock
Os Maias: episodios da vida romantica (Portuguese),https://www.gutenberg.org/ebooks/40409,40409,Eça de Queirós
El libro de las tierras vírgenes (Spanish),https://www.gutenberg.org/ebooks/69552,69552,Rudyard Kipling
Master and Man,https://www.gutenberg.org/ebooks/986,986,graf Leo Tolstoy
二刻拍案惊奇 (Chinese),https://www.gutenberg.org/ebooks/24162,24162,Mengchu Ling
"The Hungry Stones, and Other Stories",https://www.gutenberg.org/ebooks/2518,2518,Rabindranath Tagore
The Mysterious Island,https://www.gutenberg.org/ebooks/1268,1268,Jules Verne
Idylls of the King,https://www.gutenberg.org/ebooks/610,610,Baron Alfred Tennyson Tennyson
海國春秋 (Chinese),https://www.gutenberg.org/ebooks/29032,29032,Ji Wang
Fathers and Sons,https://www.gutenberg.org/ebooks/47935,47935,Ivan Sergeevich Turgenev
Maggie: A Girl of the Streets,https://www.gutenberg.org/ebooks/447,447,Stephen Crane
The Monk: A Romance,https://www.gutenberg.org/ebooks/601,601,M. G. Lewis
The Sketch-Book of Geoffrey Crayon,https://www.gutenberg.org/ebooks/2048,2048,Washington Irving
Anne's House of Dreams,https://www.gutenberg.org/ebooks/544,544,L. M. Montgomery
Jude the Obscure,https://www.gutenberg.org/ebooks/153,153,Thomas Hardy
Kim,https://www.gutenberg.org/ebooks/2226,2226,Rudyard Kipling
Typee,https://www.gutenberg.org/ebooks/23969,23969,Herman Melville
The Piazza Tales,https://www.gutenberg.org/ebooks/15859,15859,Herman Melville
Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,https://www.gutenberg.org/ebooks/1051,1051,Thomas Carlyle
Night and Day,https://www.gutenberg.org/ebooks/26584,26584,Virginia Woolf
The Princess and the Goblin,https://www.gutenberg.org/ebooks/708,708,George MacDonald
The Luck of Roaring Camp and Other Tales,https://www.gutenberg.org/ebooks/6373,6373,Bret Harte
Little Dorrit,https://www.gutenberg.org/ebooks/963,963,Charles Dickens
The Kādambarī of Bāṇa,https://www.gutenberg.org/ebooks/41128,41128,Bāṇa‏ and Bhūṣaṇabhaṭṭa
"Right Ho, Jeeves",https://www.gutenberg.org/ebooks/10554,10554,P. G. Wodehouse
El árbol de la ciencia: novela (Spanish),https://www.gutenberg.org/ebooks/60464,60464,Pío Baroja
O Pioneers!,https://www.gutenberg.org/ebooks/24,24,Willa Cather
Alice in Wonderland,https://www.gutenberg.org/ebooks/35688,35688,Lewis Carroll and Alice Gerstenberg
The house at Pooh Corner,https://www.gutenberg.org/ebooks/73011,73011,A. A. Milne
Murder at Bridge,https://www.gutenberg.org/ebooks/23078,23078,Anne Austin
Die Verwirrungen des Zöglings Törleß (German),https://www.gutenberg.org/ebooks/34717,34717,Robert Musil
At the Back of the North Wind,https://www.gutenberg.org/ebooks/28737,28737,George MacDonald
Der Zauberberg. Zweiter Band (German),https://www.gutenberg.org/ebooks/65662,65662,Thomas Mann
Le rouge et le noir: chronique du XIXe siècle (French),https://www.gutenberg.org/ebooks/798,798,Stendhal
The Vicar of Wakefield,https://www.gutenberg.org/ebooks/21601,21601,Oliver Goldsmith
The House of the Seven Gables,https://www.gutenberg.org/ebooks/77,77,Nathaniel Hawthorne
The Middle-Class Gentleman,https://www.gutenberg.org/ebooks/2992,2992,Molière
Dracula's Guest,https://www.gutenberg.org/ebooks/10150,10150,Bram Stoker
Howards End,https://www.gutenberg.org/ebooks/2946,2946,E. M. Forster
O Pioneers!,https://www.gutenberg.org/ebooks/22448,22448,Willa Cather
Treasure Island,https://www.gutenberg.org/ebooks/23936,23936,Robert Louis Stevenson
The Hanging Stranger,https://www.gutenberg.org/ebooks/41562,41562,Philip K. Dick
Babbitt,https://www.gutenberg.org/ebooks/1156,1156,Sinclair Lewis
花月痕 (Chinese),https://www.gutenberg.org/ebooks/25187,25187,Zi'an Wei
Rilla of Ingleside,https://www.gutenberg.org/ebooks/3796,3796,L. M. Montgomery
Sky Island,https://www.gutenberg.org/ebooks/21159,21159,L. Frank Baum
Three Ghost Stories,https://www.gutenberg.org/ebooks/1289,1289,Charles Dickens
The Marvelous Land of Oz,https://www.gutenberg.org/ebooks/19466,19466,L. Frank Baum
Le tour du monde en quatre-vingts jours (French),https://www.gutenberg.org/ebooks/20973,20973,Jules Verne
Tarzan of the Apes,https://www.gutenberg.org/ebooks/78,78,Edgar Rice Burroughs
"Don Quixote, Volume 1",https://www.gutenberg.org/ebooks/28842,28842,Miguel de Cervantes Saavedra
"The Queen of Spades, and other stories",https://www.gutenberg.org/ebooks/55024,55024,Aleksandr Sergeevich Pushkin
The island of Dr. Moreau,https://www.gutenberg.org/ebooks/28840,28840,H. G. Wells
Dom Casmurro (Portuguese),https://www.gutenberg.org/ebooks/55752,55752,Machado de Assis
The Secret Agent: A Simple Tale,https://www.gutenberg.org/ebooks/974,974,Joseph Conrad
The mystery of the Blue Train,https://www.gutenberg.org/ebooks/72824,72824,Agatha Christie
The Old Curiosity Shop,https://www.gutenberg.org/ebooks/700,700,Charles Dickens
Arms and the Man,https://www.gutenberg.org/ebooks/3618,3618,Bernard Shaw
The Raven,https://www.gutenberg.org/ebooks/1065,1065,Edgar Allan Poe
The Golden Road,https://www.gutenberg.org/ebooks/26221,26221,L. M. Montgomery
Faust: Eine Tragödie [erster Teil] (German),https://www.gutenberg.org/ebooks/21000,21000,Johann Wolfgang von Goethe
Jabberwocky,https://www.gutenberg.org/ebooks/23717,23717,Lewis Carroll
Theresa Raquin,https://www.gutenberg.org/ebooks/6626,6626,Émile Zola
The Awakening of Spring: A Tragedy of Childhood,https://www.gutenberg.org/ebooks/35242,35242,Frank Wedekind
Northanger Abbey,https://www.gutenberg.org/ebooks/20682,20682,Jane Austen
The Man Who Would Be King,https://www.gutenberg.org/ebooks/8147,8147,Rudyard Kipling
A Christmas Carol,https://www.gutenberg.org/ebooks/19337,19337,Charles Dickens
Germinal,https://www.gutenberg.org/ebooks/56528,56528,Émile Zola
L'île mystérieuse (French),https://www.gutenberg.org/ebooks/14287,14287,Jules Verne
The Nibelungenlied,https://www.gutenberg.org/ebooks/7321,7321,
The Golden Dream,https://www.gutenberg.org/ebooks/22980,22980,R. M. Ballantyne
The Rainbow,https://www.gutenberg.org/ebooks/28948,28948,D. H. Lawrence
Dorothy and the Wizard in Oz,https://www.gutenberg.org/ebooks/22566,22566,L. Frank Baum
Sketches New and Old,https://www.gutenberg.org/ebooks/3189,3189,Mark Twain
Peter Pan in Kensington Gardens,https://www.gutenberg.org/ebooks/26998,26998,J. M. Barrie
The Red Room,https://www.gutenberg.org/ebooks/23218,23218,H. G. Wells
Le avventure di Pinocchio: Storia di un burattino (Italian),https://www.gutenberg.org/ebooks/52484,52484,Carlo Collodi
"Maria; Or, The Wrongs of Woman",https://www.gutenberg.org/ebooks/134,134,Mary Wollstonecraft
"Moby-Dick; or, The Whale",https://www.gutenberg.org/ebooks/15,15,Herman Melville
Белые ночи (Russian),https://www.gutenberg.org/ebooks/21183,21183,Fyodor Dostoyevsky
The Gambler,https://www.gutenberg.org/ebooks/2197,2197,Fyodor Dostoyevsky
Charlotte Temple,https://www.gutenberg.org/ebooks/171,171,Mrs. Rowson
閱微草堂筆記 (Chinese),https://www.gutenberg.org/ebooks/23817,23817,Yun Ji
The Tale of Tom Kitten,https://www.gutenberg.org/ebooks/14837,14837,Beatrix Potter
Dorothy Dale - A Girl of Today,https://www.gutenberg.org/ebooks/28943,28943,Margaret Penrose
The Man in the Brown Suit,https://www.gutenberg.org/ebooks/61168,61168,Agatha Christie
The Story of Doctor Dolittle,https://www.gutenberg.org/ebooks/501,501,Hugh Lofting
Rilla of Ingleside,https://www.gutenberg.org/ebooks/26265,26265,L. M. Montgomery
Fanny Hill: Memoirs of a Woman of Pleasure,https://www.gutenberg.org/ebooks/20028,20028,John Cleland
From the Earth to the Moon,https://www.gutenberg.org/ebooks/28918,28918,Jules Verne
The Odyssey,https://www.gutenberg.org/ebooks/28797,28797,Homer
Voyage au Centre de la Terre (French),https://www.gutenberg.org/ebooks/4791,4791,Jules Verne
White Fang,https://www.gutenberg.org/ebooks/23976,23976,Jack London
Faust: Der Tragödie erster Teil (German),https://www.gutenberg.org/ebooks/2229,2229,Johann Wolfgang von Goethe
The Big Four,https://www.gutenberg.org/ebooks/70114,70114,Agatha Christie
Au temps de l'innocence (French),https://www.gutenberg.org/ebooks/62147,62147,Edith Wharton
The Comedy of Errors,https://www.gutenberg.org/ebooks/23046,23046,William Shakespeare
Rainbow Valley,https://www.gutenberg.org/ebooks/26469,26469,L. M. Montgomery
The Inspector-General,https://www.gutenberg.org/ebooks/3735,3735,Nikolai Vasilevich Gogol
Age of Innocence,https://www.gutenberg.org/ebooks/26458,26458,Edith Wharton
The Tale of Squirrel Nutkin,https://www.gutenberg.org/ebooks/14872,14872,Beatrix Potter
封神演義 (Chinese),https://www.gutenberg.org/ebooks/23910,23910,Xixing Lu
The Imaginary Invalid,https://www.gutenberg.org/ebooks/9070,9070,Molière
Buddenbrooks: Verfall einer Familie (German),https://www.gutenberg.org/ebooks/34811,34811,Thomas Mann
Love and Freindship [sic],https://www.gutenberg.org/ebooks/1212,1212,Jane Austen
Heart of Darkness,https://www.gutenberg.org/ebooks/526,526,Joseph Conrad
鏡花緣 (Chinese),https://www.gutenberg.org/ebooks/23818,23818,Ruzhen Li
警世通言 (Chinese),https://www.gutenberg.org/ebooks/24141,24141,Menglong Feng
"Frankenstein; Or, The Modern Prometheus",https://www.gutenberg.org/ebooks/20038,20038,Mary Wollstonecraft Shelley
The Man That Corrupted Hadleyburg,https://www.gutenberg.org/ebooks/1213,1213,Mark Twain
The Red and the Black: A Chronicle of 1830,https://www.gutenberg.org/ebooks/44747,44747,Stendhal
Five Little Peppers and How They Grew,https://www.gutenberg.org/ebooks/20037,20037,Margaret Sidney
A Little Princess,https://www.gutenberg.org/ebooks/19514,19514,Frances Hodgson Burnett
The Sea-Wolf,https://www.gutenberg.org/ebooks/1074,1074,Jack London
The War of the Worlds,https://www.gutenberg.org/ebooks/26291,26291,H. G. Wells
"Wieland; Or, The Transformation: An American Tale",https://www.gutenberg.org/ebooks/792,792,Charles Brockden Brown
The Emerald City of Oz,https://www.gutenberg.org/ebooks/21163,21163,L. Frank Baum
A Hero of Our Time,https://www.gutenberg.org/ebooks/913,913,Mikhail Iurevich Lermontov
