rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri
12,11,17,0,0,0399562508,9780399562501,Pamela Dorman/Viking,"In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books.",0.00,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,https://storage.googleapis.com/du-prd/books/images/9780399562501.jpg,328,495,https://www.amazon.com/Giver-Stars-Novel-Jojo-Moyes/dp/0399562486?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0399562486', 'isbn13': '9780399562488'}, {'isbn10': '0399562508', 'isbn13': '9780399562501'}, {'isbn10': '0525530193', 'isbn13': '9780525530190'}, {'isbn10': '0399562494', 'isbn13': '9780399562495'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Giver-Stars-Novel-Jojo-Moyes/dp/0399562486?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780399562501?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780399562501'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BGIVER%2BOF%2BSTARS%2FJojo%2BMoyes%2F9780399562501'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780399562501'}]",nyt://book/a4a0c28e-6569-5663-98da-00f6d94ec82f
13,0,2,0,0,198482015X,9781984820150,Ballantine,A young pregnant widow and an Army doctor take a ship to Chile to escape the aftermath of the Spanish Civil War.,0.00,A LONG PETAL OF THE SEA,Isabel Allende,by Isabel Allende,,https://storage.googleapis.com/du-prd/books/images/9781984820150.jpg,326,495,https://www.amazon.com/Long-Petal-Sea-Novel/dp/198482015X?tag=thenewyorktim-20,,https://www.nytimes.com/2020/01/20/books/review/a-long-petal-of-the-sea-isabel-allende.html,,,,"[{'isbn10': '198482015X', 'isbn13': '9781984820150'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Long-Petal-Sea-Novel/dp/198482015X?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781984820150?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984820150'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FA%2BLONG%2BPETAL%2BOF%2BTHE%2BSEA%2FIsabel%2BAllende%2F9781984820150'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781984820150'}]",nyt://book/1080e6e1-dc72-5aaa-a0f0-c588c490dde7
14,9,7,0,0,052554190X,9780525541905,Putnam,Tumult ensues when Alix Chamberlain’s babysitter is mistakenly accused of kidnapping her charge.,0.00,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,https://storage.googleapis.com/du-prd/books/images/9780525541905.jpg,328,495,https://www.amazon.com/Such-Fun-Age-Kiley-Reid/dp/052554190X?tag=thenewyorktim-20,,https://www.nytimes.com/2019/12/31/books/review/such-a-fun-age-kiley-reid.html,,,,"[{'isbn10': '052554190X', 'isbn13': '9780525541905'}, {'isbn10': '0525541926', 'isbn13': '9780525541929'}, {'isbn10': '0593152379', 'isbn13': '9780593152379'}, {'isbn10': '0525541918', 'isbn13': '9780525541912'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Such-Fun-Age-Kiley-Reid/dp/052554190X?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780525541905?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525541905'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FSUCH%2BA%2BFUN%2BAGE%2FKiley%2BReid%2F9780525541905'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780525541905'}]",nyt://book/f2ec30bb-ddd2-5f4a-a17c-34c574bf1bf7
15,0,7,0,0,0316457140,9780316457149,"Little, Brown",The 27th book in the Alex Cross series. Copycat crimes make the detective question whether an innocent man was executed.,0.00,CRISS CROSS,James Patterson,by James Patterson,,https://storage.googleapis.com/du-prd/books/images/9780316526883.jpg,324,495,https://www.amazon.com/Criss-Cross-Alex-25/dp/0316526886?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0316526886', 'isbn13': '9780316526883'}, {'isbn10': '0316457140', 'isbn13': '9780316457149'}, {'isbn10': '0316535648', 'isbn13': '9780316535649'}, {'isbn10': '1538715406', 'isbn13': '9781538715406'}, {'isbn10': '1538715392', 'isbn13': '9781538715390'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Criss-Cross-Alex-25/dp/0316526886?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316457149?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316457149'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FCRISS%2BCROSS%2FJames%2BPatterson%2F9780316457149'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780316457149'}]",nyt://book/80cd44fb-bfe5-57c0-8b8c-b6490f24eb93
1,0,1,0,0,168119628X,9781681196282,Bloomsbury,The fifth book in A Court of Thorns and Roses series. Nesta Archeron is forced into close quarters with a warrior named Cassian.,0.00,A COURT OF SILVER FLAMES,Sarah J. Maas,by Sarah J. Maas,,https://storage.googleapis.com/du-prd/books/images/9781681196282.jpg,304,500,https://www.amazon.com/dp/168119628X?tag=thenewyorktim-20,,,,,,"[{'isbn10': '168119628X', 'isbn13': '9781681196282'}, {'isbn10': '1635577993', 'isbn13': '9781635577990'}, {'isbn10': '1501945920', 'isbn13': '9781501945922'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/168119628X?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781681196282?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781681196282'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FA%2BCOURT%2BOF%2BSILVER%2BFLAMES%2FSarah%2BJ.%2BMaas%2F9781681196282'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781681196282'}]",nyt://book/00406866-1075-514a-b834-67073a4aa268
2,1,3,0,0,1250178606,9781250178602,St. Martin's,"As dust storms roll during the Great Depression, Elsa must choose between saving the family and farm or heading West.",0.00,THE FOUR WINDS,Kristin Hannah,by Kristin Hannah,,https://storage.googleapis.com/du-prd/books/images/9781250178602.jpg,329,500,https://www.amazon.com/dp/1250178606?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250178606', 'isbn13': '9781250178602'}, {'isbn10': '1250178622', 'isbn13': '9781250178626'}, {'isbn10': '1250317258', 'isbn13': '9781250317254'}, {'isbn10': '1643588230', 'isbn13': '9781643588230'}, {'isbn10': '1250178614', 'isbn13': '9781250178619'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250178606?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250178602?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250178602'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BFOUR%2BWINDS%2FKristin%2BHannah%2F9781250178602'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250178602'}]",nyt://book/c34834c6-f957-5b0b-8fd7-abd9c35eebed
3,3,5,0,0,0312537077,9780312537074,St. Martin's Griffin,A friendship between two women in the Pacific Northwest endures for more than three decades.,0.00,FIREFLY LANE,Kristin Hannah,by Kristin Hannah,,https://storage.googleapis.com/du-prd/books/images/9781429927840.jpg,330,495,http://www.amazon.com/Firefly-Lane-Kristin-Hannah/dp/0312537077?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0312537077', 'isbn13': '9780312537074'}, {'isbn10': '1429927844', 'isbn13': '9781429927840'}, {'isbn10': '1250787971', 'isbn13': '9781250787972'}, {'isbn10': '125078798X', 'isbn13': '9781250787989'}, {'isbn10': '1423325052', 'isbn13': '9781423325055'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Firefly-Lane-Kristin-Hannah/dp/0312537077?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780312537074?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780312537074'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFIREFLY%2BLANE%2FKristin%2BHannah%2F9780312537074'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780312537074'}]",nyt://book/0eb6a970-20ab-50c1-9980-f3ad3da13003
4,0,1,0,0,059309896X,9780593098967,Berkley,The 10th book in the Gray Man series. Assassins go after Court Gentry as he attempts to bring back an American agent who went missing.,0.00,RELENTLESS,Mark Greaney,by Mark Greaney,,https://storage.googleapis.com/du-prd/books/images/9780593098950.jpg,332,500,https://www.amazon.com/dp/0593098951?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0593098951', 'isbn13': '9780593098950'}, {'isbn10': '059309896X', 'isbn13': '9780593098967'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593098951?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593098967?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593098967'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FRELENTLESS%2FMark%2BGreaney%2F9780593098967'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593098967'}]",nyt://book/523671eb-fdc6-5c38-bc7e-ced29647b362
5,5,8,0,0,None,9780062424037,Avon,The first book in the Bridgerton series. Daphne Bridgerton’s reputation soars when she colludes with the Duke of Hastings. The basis of the Netflix series “Bridgerton.”,0.00,THE DUKE AND I,Julia Quinn,by Julia Quinn,,https://storage.googleapis.com/du-prd/books/images/9780062424037.jpg,332,500,https://www.amazon.com/dp/0062911414?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0063078902', 'isbn13': '9780063078901'}, {'isbn10': '0062911414', 'isbn13': '9780062911414'}, {'isbn10': '0063078694', 'isbn13': '9780063078697'}, {'isbn10': '0062353594', 'isbn13': '9780062353597'}, {'isbn10': '0063063239', 'isbn13': '9780063063235'}, {'isbn10': '0063142120', 'isbn13': '9780063142121'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0062911414?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062424037?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062424037'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BDUKE%2BAND%2BI%2FJulia%2BQuinn%2F9780062424037'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780062424037'}]",nyt://book/d95504cd-88d6-5879-9b66-312e18f8494c
6,0,1,0,0,0062853481,9780062853486,Morrow,The 19th book in the Joanna Brady Mysteries series. The Cochise County Sheriff's daughter becomes involved in a missing persons case.,0.00,MISSING AND ENDANGERED,J.A. Jance,by J.A. Jance,,https://storage.googleapis.com/du-prd/books/images/9780062853462.jpg,333,500,https://www.amazon.com/dp/0062853465?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0062853465', 'isbn13': '9780062853462'}, {'isbn10': '0062853481', 'isbn13': '9780062853486'}, {'isbn10': '0062853473', 'isbn13': '9780062853479'}, {'isbn10': '0063032341', 'isbn13': '9780063032347'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0062853465?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062853486?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062853486'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FMISSING%2BAND%2BENDANGERED%2FJ.A.%2BJance%2F9780062853486'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780062853486'}]",nyt://book/9ee1e9d6-d5ab-58bc-902c-3dfe3dbf1689
7,6,12,0,0,0525559477,9780525559474,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,0.00,THE MIDNIGHT LIBRARY,Matt Haig,by Matt Haig,,https://storage.googleapis.com/du-prd/books/images/9780525559474.jpg,331,500,https://www.amazon.com/dp/0525559477?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0525559477', 'isbn13': '9780525559474'}, {'isbn10': '0525559485', 'isbn13': '9780525559481'}, {'isbn10': '0655697071', 'isbn13': '9780655697077'}, {'isbn10': '0525559493', 'isbn13': '9780525559498'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525559477?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780525559474?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525559474'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BMIDNIGHT%2BLIBRARY%2FMatt%2BHaig%2F9780525559474'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780525559474'}]",nyt://book/60d0ee2d-3d05-50c9-a484-050d17a2308e
8,10,38,0,0,0525536299,9780525536291,Riverhead,The lives of twin sisters who run away from a Southern Black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.,0.00,THE VANISHING HALF,Brit Bennett,by Brit Bennett,,https://storage.googleapis.com/du-prd/books/images/9780525536291.jpg,331,500,https://www.amazon.com/dp/0525536299?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0525536299', 'isbn13': '9780525536291'}, {'isbn10': '0593329430', 'isbn13': '9780593329436'}, {'isbn10': '0593416961', 'isbn13': '9780593416969'}, {'isbn10': '0525536965', 'isbn13': '9780525536963'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525536299?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780525536291?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525536291'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BVANISHING%2BHALF%2FBrit%2BBennett%2F9780525536291'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780525536291'}]",nyt://book/6db17f1d-4bd0-562a-80ef-efa2a272cf64
9,8,3,0,0,0593296672,9780593296677,Pamela Dorman,"Elin Warner must find her estranged brother’s fiancée, who goes missing as a storm approaches a hotel that was once a sanatorium in the Swiss Alps.",0.00,THE SANATORIUM,Sarah Pearse,by Sarah Pearse,,https://storage.googleapis.com/du-prd/books/images/9780593296677.jpg,331,500,https://www.amazon.com/dp/0593296672?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0593296672', 'isbn13': '9780593296677'}, {'isbn10': '0593296680', 'isbn13': '9780593296684'}, {'isbn10': '0593296699', 'isbn13': '9780593296691'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593296672?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593296677?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593296677'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BSANATORIUM%2FSarah%2BPearse%2F9780593296677'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593296677'}]",nyt://book/4c181f67-8e4b-507e-b590-e85b3ebe2b18
10,2,2,0,0,1250272742,9781250272744,St. Martin's,The 52nd book of the In Death series. Eve Dallas investigates the murder of a young sculptor in the West Village.,0.00,FAITHLESS IN DEATH,J.D. Robb,by J.D. Robb,,https://storage.googleapis.com/du-prd/books/images/9781250272751.jpg,329,500,https://www.amazon.com/dp/1250272742?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250272742', 'isbn13': '9781250272744'}, {'isbn10': '1250272750', 'isbn13': '9781250272751'}, {'isbn10': '125078784X', 'isbn13': '9781250787842'}, {'isbn10': '1250787858', 'isbn13': '9781250787859'}, {'isbn10': '125077182X', 'isbn13': '9781250771827'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250272742?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250272744?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250272744'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFAITHLESS%2BIN%2BDEATH%2FJ.D.%2BRobb%2F9781250272744'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250272744'}]",nyt://book/9648e512-f89f-5d85-b16c-dd3a474f3260
11,9,8,0,0,None,9780062424075,Avon,The second book in the Bridgerton series. Kate Sheffield gets in the way of Anthony Bridgerton's intent to marry.,0.00,THE VISCOUNT WHO LOVED ME,Julia Quinn,by Julia Quinn,,https://storage.googleapis.com/du-prd/books/images/9780062424075.jpg,310,500,https://www.amazon.com/dp/0062353640?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0062353640', 'isbn13': '9780062353641'}, {'isbn10': '0061472719', 'isbn13': '9780061472718'}, {'isbn10': '006313862X', 'isbn13': '9780063138629'}, {'isbn10': '0063139502', 'isbn13': '9780063139503'}, {'isbn10': '0063141329', 'isbn13': '9780063141322'}, {'isbn10': '0063236664', 'isbn13': '9780063236660'}, {'isbn10': '006323680X', 'isbn13': '9780063236806'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0062353640?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062424075?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062424075'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BVISCOUNT%2BWHO%2BLOVED%2BME%2FJulia%2BQuinn%2F9780062424075'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780062424075'}]",nyt://book/d9dcc2cf-c513-5d1f-ba51-0fdf20dbbfed
12,11,4,0,0,0316420387,9780316420389,"Little, Brown",The 13th book in the Michael Bennett series. An assassin killing a number of women might disrupt the detective’s wedding plans.,0.00,THE RUSSIAN,James Patterson and James O. Born,by James Patterson and James O. Born,,https://storage.googleapis.com/du-prd/books/images/9780316420389.jpg,322,500,https://www.amazon.com/dp/0316420387?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0316420387', 'isbn13': '9780316420389'}, {'isbn10': '0316430242', 'isbn13': '9780316430241'}, {'isbn10': '0316430277', 'isbn13': '9780316430272'}, {'isbn10': '1538703580', 'isbn13': '9781538703588'}, {'isbn10': '1538703572', 'isbn13': '9781538703571'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0316420387?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316420389?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316420389'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BRUSSIAN%2FJames%2BPatterson%2Band%2BJames%2BO.%2BBorn%2F9780316420389'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780316420389'}]",nyt://book/b38e84cd-119c-5e71-af9c-fd4a44dab19b
